Date,AdjClose,Target
2025-06-10,738.76,720.00
2025-06-11,743.41,720.00
2025-06-12,738.14,720.00
2025-06-13,743.50,720.00
2025-06-14,748.82,720.00
2025-06-15,743.21,720.00
2025-06-16,738.21,720.00
2025-06-17,731.59,720.00
2025-06-18,730.85,720.00
2025-06-19,727.68,720.00
2025-06-20,726.40,720.00
2025-06-21,720.60,720.00
2025-06-22,724.26,720.00
2025-06-23,720.64,720.00
2025-06-24,718.94,720.00
2025-06-25,722.44,720.00
2025-06-26,728.72,720.00
2025-06-27,725.72,720.00
2025-06-28,731.25,720.00
2025-06-29,736.45,720.00
2025-06-30,736.96,720.00
2025-07-01,737.90,720.00
2025-07-02,740.55,720.00
2025-07-03,742.69,720.00
2025-07-04,741.18,720.00
2025-07-05,745.99,720.00
2025-07-06,743.04,720.00
2025-07-07,749.63,720.00
2025-07-08,746.65,720.00
2025-07-09,741.69,720.00
2025-07-10,748.52,720.00
2025-07-11,743.05,720.00
2025-07-12,750.00,720.00
2025-07-13,756.15,720.00
2025-07-14,760.58,720.00
2025-07-15,764.85,720.00
2025-07-16,762.90,720.00
2025-07-17,761.78,720.00
2025-07-18,764.94,720.00
2025-07-19,765.63,720.00
2025-07-20,764.79,720.00
2025-07-21,771.12,720.00
2025-07-22,777.31,720.00
2025-07-23,781.99,720.00
2025-07-24,777.67,720.00
2025-07-25,773.34,720.00
2025-07-26,770.54,720.00
2025-07-27,769.26,720.00
2025-07-28,769.11,720.00
2025-07-29,769.78,720.00
2025-07-30,768.91,720.00
2025-07-31,773.75,720.00
2025-08-01,780.67,720.00
2025-08-02,783.09,720.00
2025-08-03,777.16,720.00
2025-08-04,779.00,720.00
2025-08-05,775.25,720.00
2025-08-06,769.10,720.00
2025-08-07,764.23,720.00
2025-08-08,763.00,720.00
2025-08-09,766.41,752.00
2025-08-10,761.92,752.00
2025-08-11,766.72,752.00
2025-08-12,766.10,752.00
2025-08-13,766.83,752.00
2025-08-14,772.60,752.00
2025-08-15,778.53,752.00
2025-08-16,777.68,752.00
2025-08-17,771.65,752.00
2025-08-18,771.26,752.00
2025-08-19,769.31,752.00
2025-08-20,765.29,752.00
2025-08-21,771.00,752.00
2025-08-22,766.15,752.00
2025-08-23,770.62,752.00
2025-08-24,770.84,752.00
2025-08-25,772.27,752.00
2025-08-26,778.10,752.00
2025-08-27,778.10,752.00
2025-08-28,774.67,752.00
2025-08-29,773.38,752.00
2025-08-30,770.20,752.00
2025-08-31,769.10,752.00
2025-09-01,774.46,752.00
2025-09-02,775.88,752.00
2025-09-03,771.45,752.00
2025-09-04,773.83,752.00
2025-09-05,771.57,752.00
2025-09-06,771.13,752.00
2025-09-07,773.34,752.00
2025-09-08,780.10,752.00
2025-09-09,777.18,752.00
2025-09-10,772.37,752.00
2025-09-11,766.80,752.00
2025-09-12,766.98,752.00
2025-09-13,760.36,752.00
2025-09-14,753.54,752.00
2025-09-15,754.48,752.00
2025-09-16,747.50,752.00
2025-09-17,744.45,752.00
2025-09-18,743.36,752.00
