Date,AdjClose,Target
2025-06-10,168.11,193.50
2025-06-11,168.06,193.50
2025-06-12,169.76,193.50
2025-06-13,171.19,193.50
2025-06-14,171.27,193.50
2025-06-15,172.56,193.50
2025-06-16,173.10,193.50
2025-06-17,174.68,193.50
2025-06-18,174.29,193.50
2025-06-19,175.51,193.50
2025-06-20,177.53,193.50
2025-06-21,178.21,193.50
2025-06-22,178.00,193.50
2025-06-23,178.24,193.50
2025-06-24,176.58,193.50
2025-06-25,175.59,193.50
2025-06-26,177.57,193.50
2025-06-27,178.29,193.50
2025-06-28,177.87,193.50
2025-06-29,178.47,193.50
2025-06-30,179.83,193.50
2025-07-01,178.88,193.50
2025-07-02,177.12,193.50
2025-07-03,176.63,193.50
2025-07-04,175.70,193.50
2025-07-05,176.04,193.50
2025-07-06,176.43,193.50
2025-07-07,175.63,193.50
2025-07-08,177.54,193.50
2025-07-09,177.59,193.50
2025-07-10,176.15,193.50
2025-07-11,174.34,193.50
2025-07-12,176.33,193.50
2025-07-13,178.06,193.50
2025-07-14,178.62,193.50
2025-07-15,179.86,193.50
2025-07-16,180.29,193.50
2025-07-17,180.01,193.50
2025-07-18,182.05,193.50
2025-07-19,181.29,193.50
2025-07-20,181.17,193.50
2025-07-21,179.58,193.50
2025-07-22,179.62,193.50
2025-07-23,180.76,193.50
2025-07-24,179.03,193.50
2025-07-25,179.43,193.50
2025-07-26,179.60,193.50
2025-07-27,180.97,193.50
2025-07-28,179.67,193.50
2025-07-29,179.09,193.50
2025-07-30,177.56,193.50
2025-07-31,177.56,193.50
2025-08-01,177.78,193.50
2025-08-02,177.45,193.50
2025-08-03,178.59,193.50
2025-08-04,176.84,193.50
2025-08-05,177.85,193.50
2025-08-06,177.59,193.50
2025-08-07,176.48,193.50
2025-08-08,176.58,193.50
2025-08-09,176.49,202.10
2025-08-10,174.69,202.10
2025-08-11,175.87,202.10
2025-08-12,174.46,202.10
2025-08-13,174.07,202.10
2025-08-14,176.00,202.10
2025-08-15,174.31,202.10
2025-08-16,173.05,202.10
2025-08-17,173.07,202.10
2025-08-18,173.85,202.10
2025-08-19,174.47,202.10
2025-08-20,173.17,202.10
2025-08-21,174.21,202.10
2025-08-22,174.61,202.10
2025-08-23,176.41,202.10
2025-08-24,177.31,202.10
2025-08-25,178.40,202.10
2025-08-26,179.81,202.10
2025-08-27,179.36,202.10
2025-08-28,179.89,202.10
2025-08-29,179.77,202.10
2025-08-30,178.40,202.10
2025-08-31,179.76,202.10
2025-09-01,179.29,202.10
2025-09-02,181.15,202.10
2025-09-03,180.70,202.10
2025-09-04,181.38,202.10
2025-09-05,180.63,202.10
2025-09-06,178.83,202.10
2025-09-07,177.95,202.10
2025-09-08,177.66,202.10
2025-09-09,178.88,202.10
2025-09-10,177.40,202.10
2025-09-11,177.44,202.10
2025-09-12,177.73,202.10
2025-09-13,178.49,202.10
2025-09-14,178.14,202.10
2025-09-15,177.13,202.10
2025-09-16,177.98,202.10
2025-09-17,179.30,202.10
2025-09-18,180.87,202.10
2025-09-19,181.24,202.10
2025-09-20,182.84,202.10
2025-09-21,182.99,202.10
2025-09-22,184.30,202.10
2025-09-23,184.02,202.10
2025-09-24,182.85,202.10
2025-09-25,184.19,202.10
2025-09-26,183.34,202.10
2025-09-27,183.93,202.10
2025-09-28,184.77,202.10
2025-09-29,184.26,202.10
2025-09-30,183.06,202.10
2025-10-01,182.37,202.10
2025-10-02,184.19,202.10
2025-10-03,183.04,202.10
2025-10-04,183.55,202.10
2025-10-05,185.18,202.10
2025-10-06,186.86,202.10
2025-10-07,186.93,202.10
2025-10-08,188.42,202.10
2025-10-09,188.13,202.10
2025-10-10,188.27,202.10
2025-10-11,188.81,202.10
2025-10-12,189.82,202.10
2025-10-13,189.70,202.10
2025-10-14,188.22,202.10
2025-10-15,189.99,202.10
2025-10-16,190.63,202.10
2025-10-17,192.02,202.10
2025-10-18,192.86,202.10
2025-10-19,193.77,202.10
2025-10-20,195.03,202.10
2025-10-21,195.95,202.10
2025-10-22,196.07,202.10
2025-10-23,196.50,202.10
2025-10-24,197.75,202.10
2025-10-25,198.80,202.10
2025-10-26,198.98,202.10
2025-10-27,199.99,202.10
2025-10-28,200.46,202.10
2025-10-29,200.52,202.10
2025-10-30,199.70,202.10
2025-10-31,197.93,202.10
2025-11-01,197.45,202.10
2025-11-02,198.22,202.10
2025-11-03,200.06,202.10
2025-11-04,199.88,202.10
2025-11-05,199.36,202.10
2025-11-06,199.50,202.10
2025-11-07,201.13,211.13
2025-11-08,199.50,211.13
2025-11-09,199.38,211.13
2025-11-10,200.26,211.13
2025-11-11,200.16,211.13
2025-11-12,199.73,211.13
2025-11-13,199.26,211.13
2025-11-14,197.96,211.13
2025-11-15,198.39,211.13
2025-11-16,199.66,211.13
2025-11-17,200.72,211.13
2025-11-18,199.44,211.13
2025-11-19,200.54,211.13
2025-11-20,198.89,211.13
2025-11-21,197.50,211.13
2025-11-22,198.75,211.13
2025-11-23,197.16,211.13
2025-11-24,196.57,211.13
2025-11-25,196.24,211.13
2025-11-26,195.36,211.13
2025-11-27,195.48,211.13
2025-11-28,196.89,211.13
2025-11-29,195.13,211.13
2025-11-30,194.91,211.13
2025-12-01,194.17,211.13
2025-12-02,193.71,211.13
2025-12-03,192.97,211.13
2025-12-04,191.44,211.13
2025-12-05,190.67,211.13
2025-12-06,191.88,211.13
2025-12-07,192.74,211.13
2025-12-08,192.62,211.13
2025-12-09,194.09,211.13
2025-12-10,194.28,211.13
2025-12-11,195.64,211.13
2025-12-12,197.56,211.13
2025-12-13,199.43,211.13
2025-12-14,198.14,211.13
2025-12-15,196.66,211.13
2025-12-16,198.60,211.13
